source_file,title_candidate,body_chars,best_collection,best_overlap,whole_body_contained,decision,selected_for_master
contos/macn103.txt,"Conto, A Viúva Sobral, 1884",16102,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn104.txt,"Conto, Entre duas datas, 1884",18612,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn105.txt,"Conto, Vinte Anos! Vinte Anos!, 1884",8626,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn106.txt,"Conto, O Caso do Romualdo, 1884",34415,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn107.txt,"Conto, Uma Carta, 1884",9870,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn108.txt,"Conto, Só, 1885",16503,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn109.txt,"Conto, Habilidoso, 1885",12263,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn110.txt,"Conto, Viagem à roda de mim mesmo, 1885",19159,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn111.txt,"Conto, Curta História, 1886",5443,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn112.txt,"Conto, Um Dístico, 1886",5051,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn113.txt,"Conto, Astúcias de marido, 1866",34417,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn114.txt,"Conto, Pobre Cardeal, 1886",15685,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn115.txt,"Conto, Terpsícore, 1886",16824,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn116.txt,"Conto, Antes a Rocha Tarpéia, 1887",6928,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn117.txt,"Conto, Identidade, 1887",20985,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn118.txt,"Conto, Sales, 1887",15983,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn119.txt,"Conto, Dona Jucunda, 1889",20925,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn120.txt,"Conto, Como se inventaram os almanaques, 1890",8147,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn121.txt,"Conto, Pobre Finoca!, 1891",22403,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn122.txt,"Conto, O Caso Barreto, 1892.htm",21262,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn123.txt,"Conto, Uma Partida, 1892",29579,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn124.txt,"Conto, Um Sonho e Outro Sonho, 1892",25254,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn125.txt,"Conto, Um Quarto de Século, 1893",29806,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn126.txt,"Conto, Vênus! Divina Vênus!, 1893",19541,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn127.txt,"Conto, A inglesinha Barcelos, 1894",23603,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn128.txt,"Conto, João Fernandes, 1894",8720,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn129.txt,"Conto, Uma Noite, 1895",26804,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn130.txt,"Conto, Orai por ele!, 1895",4940,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn131.txt,"Conto, Um Incêndio, 1906",8455,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn132.txt,"Conto, Uma por Outra, 1897",46270,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn133.txt,"Conto, Flor Anônima, 1897",9511,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn134.txt,"Conto, Jogo do Bicho, 1904",17035,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn135.txt,"Conto, O Escrivão Coimbra, 1906",21850,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn136.txt,"Conto, Bagatela, 1859",30450,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
contos/macn137.txt,"Conto, Um para o outro, 1879",39284,contos/macn007.txt,0.0,False,sem sobreposição alta: possível texto adicional; requer revisão de escopo,True
