source_file,category,title_in_contents,in_index_116,role,include_in_master,decision
critica/mact16.txt,critica,Fagundes Varela – Cantos e fantasias (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact17.txt,critica,J .M. de Macedo: O culto do dever (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact18.txt,critica,José de Alencar: Iracema (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact19.txt,critica,Junqueira Freire: Inspirações do claustro (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact20.txt,critica,Porto Alegre: Colombo (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact21.txt,critica,Propósito (1866),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact22.txt,critica,Castro Alves (1868),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact23.txt,critica,Lúcio de Mendonça: Névoas matutinas (1872),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact24.txt,critica,"Un cuento endemoniado e La mujer misteriosa , de Guilherme Malta (1872)",True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact25.txt,critica,Notícia da atual literatura brasileira: Instinto de nacionalidade (1873),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact26.txt,critica,Fagundes Varela (1875),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact27.txt,critica,Eça de Queirós: O primo Basílio (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact28.txt,critica,Francisco de Castro: Harmonias errantes (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact29.txt,critica,A Nova geração (1879),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact30.txt,critica,Carlos Jansen: Contos seletos das mil e uma noites (1882),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact31.txt,critica,Raimundo Correia: Sinfonias (1882),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact32.txt,critica,Alberto de Oliveira: Meridionais (1884),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact33.txt,critica,Enéias Galvão: Miragens (1885),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact34.txt,critica,L. L. Fernandes Pinheiro Júnior: Tipos e quadros (1886),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact35.txt,critica,José de Alencar: O Guarani (1887),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact36.txt,critica,Henriqueta Renan (1896),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact37.txt,critica,Discursos na Academia Brasileira de Letras (1897),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact38.txt,critica,Magalhães de Azeredo: Procelárias (1898),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact39.txt,critica,"Cenas da vida amazônica , de José Veríssimo (1899)",True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
